EFFECTNAME;UNIT;SPELL;LEVEL_1;LEVEL_3;LEVEL_2;LEVEL_4;LEVEL_5
Destroy exactly three beast cards from your side of the field to gain three points.;True;False;False;True;True;False;False
Destroy exactly three beast cards from your side of the field to gain two points.;True;False;False;True;True;False;False
Destroy exactly three beast cards on the field.;True;False;False;True;True;False;False
Destroy exactly three botanic cards from your side of the field to gain four points.;True;False;False;True;True;False;False
Destroy exactly three botanic cards from your side of the field to gain one point.;True;False;False;True;True;False;False
Destroy exactly three botanic cards from your side of the field to gain three points.;True;False;False;True;True;False;False
Destroy exactly three botanic cards from your side of the field to gain two points.;True;False;False;True;True;False;False
Destroy exactly three botanic cards on the field.;True;False;False;True;True;False;False
Destroy exactly three cards controlled by each player.;False;True;False;True;True;False;False
Destroy exactly three creatures controlled by each player.;False;True;False;True;True;False;False
Destroy exactly three dark cards from your side of the field to gain four points.;False;True;False;True;True;False;False
Destroy exactly three dark cards from your side of the field to gain one point.;False;True;False;True;True;False;False
Destroy exactly three dark cards from your side of the field to gain three points.;False;True;False;True;True;False;False
Destroy exactly three dark cards from your side of the field to gain two points.;False;True;False;True;True;False;False
Destroy exactly three dark cards on the field.;False;True;False;True;True;False;False
Destroy exactly three dragon cards from your side of the field to gain four points.;True;False;False;True;True;False;False
Destroy exactly three dragon cards from your side of the field to gain one point.;True;False;False;True;True;False;False
Destroy exactly three dragon cards from your side of the field to gain three points.;True;False;False;True;True;False;False
Destroy exactly three dragon cards from your side of the field to gain two points.;True;False;False;True;True;False;False
Destroy exactly three dragon cards on the field.;True;False;False;True;True;False;False
Destroy exactly three earth cards from your side of the field to gain four points.;False;True;False;True;True;False;False
Destroy exactly three earth cards from your side of the field to gain one point.;False;True;False;True;True;False;False
Destroy exactly three earth cards from your side of the field to gain three points.;False;True;False;True;True;False;False
Destroy exactly three earth cards from your side of the field to gain two points.;False;True;False;True;True;False;False
